date, pm25, pm10, o3, no2, so2, co
2015/7/16, , 48, 21, , , 
2015/7/17, , 38, 16, , , 
2015/7/18, , 41, 25, , , 
2015/7/19, , 40, 24, , , 
2015/7/20, , 29, 22, , , 
2015/7/21, , 36, 16, , , 
2015/7/22, , 16, 11, , , 
2015/7/23, , 18, 9, , , 
2015/7/24, , 29, 27, , , 
2015/7/25, , 24, 3, , , 
2015/7/26, , 22, 28, , , 
2015/7/27, , 18, 23, , , 
2015/7/28, , 26, 30, , , 
2015/7/29, , 44, 37, , , 
2015/7/30, , 50, 33, , , 
2015/7/31, , 49, 31, , , 
2015/8/1, , 44, 37, , , 
2015/8/2, , 45, 35, , , 
2015/8/3, , 35, 32, , , 
2015/8/4, , 32, 36, , , 
2015/8/5, , 47, 37, , , 
2015/8/6, , 46, 36, , , 
2015/8/7, , 43, 32, , , 
2015/8/8, , 50, 39, , , 
2015/8/9, , 54, 34, , , 
2015/8/10, , 46, 25, , , 
2015/8/11, , 26, 26, , , 
2015/8/12, , 35, 32, , , 
2015/8/13, , 41, 40, , , 
2015/8/14, , 46, 35, , , 
2015/8/15, , 40, 33, , , 
2015/8/16, , 37, 35, , , 
2015/8/17, , 34, 27, , , 
2015/8/18, , 37, 23, , , 
2015/8/19, , 38, 38, , , 
2015/8/20, , 39, 15, , , 
2015/8/21, , 14, 20, , , 
2015/8/22, , 18, 35, , , 
2015/8/23, , 33, 52, , , 
2015/8/24, , 48, 12, , , 
2015/8/25, , 11, 9, , , 
2015/8/26, , 15, 20, , , 
2015/8/27, , 36, 11, , , 
2015/8/28, , 11, 24, , , 
2015/8/29, , 33, 50, , , 
2015/8/30, , 33, 49, , , 
2015/8/31, , 42, 62, , , 
2015/9/1, , 4, 5, , , 
2015/9/17, , 29, 60, , , 
2015/9/18, , 35, 56, , , 
2015/9/19, , 41, 44, , , 
2015/9/20, , 36, 76, , , 
2015/9/21, , 27, 51, , , 
2015/9/22, , 33, 76, , , 
2015/9/23, , 44, 79, , , 
2015/9/24, , 44, 89, , , 
2015/9/25, , 52, 31, , , 
2015/9/26, , 54, 30, , , 
2015/9/27, , 18, 53, , , 
2015/9/28, , 27, 38, , , 
2015/9/29, , 19, 42, , , 
2015/9/30, , 28, 37, , , 
2015/10/1, , 23, 28, , , 
2015/4/2, , 36, 43, , , 
2015/4/3, , 24, 24, , , 
2015/4/4, , 19, 28, , , 
2015/4/7, , 31, 11, , , 
2015/4/8, , 18, 15, , , 
2015/4/9, , 27, 29, , , 
2015/4/10, , 33, 22, , , 
2015/4/11, , 35, 37, , , 
2015/4/12, , 29, 49, , , 
2015/4/13, , 35, 29, , , 
2015/4/14, , 36, 34, , , 
2015/4/15, , 38, 30, , , 
2015/4/16, , 30, 17, , , 
2015/4/17, , 24, 25, , , 
2015/4/18, , 36, 35, , , 
2015/4/19, , 27, 39, , , 
2015/4/20, , 40, 35, , , 
2015/4/21, , 21, 19, , , 
2015/4/22, , 21, 7, , , 
2015/4/23, , 21, , , , 
2015/5/12, , 1, 12, , , 
2015/5/13, , 22, 9, , , 
2015/5/14, , 17, 8, , , 
2015/5/15, , 20, 4, , , 
2015/5/16, , 23, , , , 
2015/5/19, , 34, 5, , , 
2015/5/20, , 33, 11, , , 
2015/5/21, , 32, 14, , , 
2015/5/22, , 30, 16, , , 
2015/5/23, , 31, 22, , , 
2015/5/24, , 30, 28, , , 
2015/5/25, , 22, 30, , , 
2015/5/26, , 42, 20, , , 
2015/5/27, , 36, 25, , , 
2015/5/28, , 26, 13, , , 
2015/5/29, , 20, 15, , , 
2015/5/30, , 12, 22, , , 
2015/5/31, , 19, 8, , , 
2015/6/1, , 17, 2, , , 
2015/6/2, , 22, 6, , , 
2015/6/3, , 14, 8, , , 
2015/6/4, , 27, 18, , , 
2015/6/5, , 34, 11, , , 
2015/6/6, , 46, 18, , , 
2015/6/7, , 40, 20, , , 
2015/6/8, , 19, 26, , , 
2015/6/9, , 33, 31, , , 
2015/6/10, , 40, 27, , , 
2015/6/11, , 36, 33, , , 
2015/6/12, , 38, 7, , , 
2015/6/13, , 18, 30, , , 
2015/6/14, , 25, 28, , , 
2015/6/15, , 34, 10, , , 
2015/6/16, , 18, 9, , , 
2015/6/17, , 18, 14, , , 
2015/6/18, , 30, 26, , , 
2015/6/19, , 41, 14, , , 
2015/6/20, , 8, 18, , , 
2015/6/21, , 16, 18, , , 
2015/6/22, , 18, 11, , , 
2015/6/23, , 34, 19, , , 
2015/6/24, , 26, 13, , , 
2015/6/25, , 10, 14, , , 
2015/6/26, , 16, 12, , , 
2015/6/27, , 18, 15, , , 
2015/6/28, , 24, 21, , , 
2015/6/29, , 31, 16, , , 
2015/6/30, , 39, 19, , , 
2015/7/1, , 38, 10, , , 
2015/1/6, , 25, 12, , , 
2015/1/7, , 23, 38, , , 
2015/1/8, , 25, 33, , , 
2015/1/9, , 29, 47, , , 
2015/1/10, , 31, 60, , , 
2015/1/11, , 30, 22, , , 
2015/1/12, , 32, 41, , , 
2015/1/13, , 24, 50, , , 
2015/1/14, , 32, 62, , , 
2015/1/15, , 35, 39, , , 
2015/1/16, , 38, 67, , , 
2015/1/17, , 43, 48, , , 
2015/1/22, , 31, 46, , , 
2015/1/23, , 19, 15, , , 
2015/1/25, , 24, 30, , , 
2015/1/26, , 16, 39, , , 
2015/1/27, , 24, 37, , , 
2015/1/28, , 24, 39, , , 
2015/1/29, , 20, 39, , , 
2015/1/30, , 23, 33, , , 
2015/1/31, , 18, 15, , , 
2015/2/1, , 13, 16, , , 
2015/2/2, , 19, 22, , , 
2015/2/3, , 23, 19, , , 
2015/2/4, , 29, 59, , , 
2015/2/5, , 22, 27, , , 
2015/2/6, , 14, 16, , , 
2015/2/7, , 21, 11, , , 
2015/2/8, , 21, 34, , , 
2015/2/10, , 32, 36, , , 
2015/2/11, , 17, 18, , , 
2015/2/12, , 18, 31, , , 
2015/2/13, , 28, 48, , , 
2015/2/14, , 33, 33, , , 
2015/2/15, , 28, 35, , , 
2015/2/16, , 18, 28, , , 
2015/2/17, , 16, 30, , , 
2015/2/18, , 12, 27, , , 
2015/2/19, , 11, 18, , , 
2015/2/20, , 13, 22, , , 
2015/2/21, , 19, 24, , , 
2015/2/22, , 38, 47, , , 
2015/2/23, , 30, 39, , , 
2015/2/24, , 37, 37, , , 
2015/2/25, , 27, 28, , , 
2015/2/26, , 20, 21, , , 
2015/2/27, , 25, 36, , , 
2015/2/28, , 30, 40, , , 
2015/3/1, , 22, 21, , , 
2015/3/2, , 21, 17, , , 
2015/3/3, , 27, 37, , , 
2015/3/4, , 37, 42, , , 
2015/3/5, , 41, 56, , , 
2015/3/6, , 27, 42, , , 
2015/3/7, , 36, 31, , , 
2015/3/8, , 23, 17, , , 
2015/3/9, , 20, 21, , , 
2015/3/10, , 10, 15, , , 
2015/3/11, , 16, 22, , , 
2015/3/12, , 18, 21, , , 
2015/3/13, , 18, 22, , , 
2015/3/14, , 24, 13, , , 
2015/3/15, , 12, 26, , , 
2015/3/16, , 30, 18, , , 
2015/3/17, , 33, 25, , , 
2015/3/18, , 35, 18, , , 
2015/3/19, , 24, 12, , , 
2015/3/20, , 28, 18, , , 
2015/3/21, , 23, 21, , , 
2015/3/22, , 23, 18, , , 
2015/3/23, , 13, 17, , , 
2015/3/24, , 25, 14, , , 
2015/3/25, , 22, 18, , , 
2015/3/26, , 25, 24, , , 
2015/3/27, , 25, 38, , , 
2015/3/28, , 43, 75, , , 
2015/3/29, , 44, 62, , , 
2015/3/30, , 24, 24, , , 
2015/3/31, , 15, 15, , , 
2015/4/1, , 19, 22, , , 
2014/10/2, , 30, 19, , , 
2014/10/3, , 14, 18, , , 
2014/10/4, , 24, 21, , , 
2014/10/5, , 18, 24, , , 
2014/10/6, , 19, 31, , , 
2014/10/7, , 34, 35, , , 
2014/10/8, , 46, 51, , , 
2014/10/9, , 68, 57, , , 
2014/10/10, , 60, 56, , , 
2014/10/11, , 52, 80, , , 
2014/10/12, , 71, 76, , , 
2014/10/13, , 55, 88, , , 
2014/10/14, , 74, 73, , , 
2014/10/15, , 55, 40, , , 
2014/10/16, , 51, 94, , , 
2014/10/17, , 59, 73, , , 
2014/10/18, , 54, 49, , , 
2014/10/19, , 43, 66, , , 
2014/10/20, , 62, 27, , , 
2014/10/21, , 23, 15, , , 
2014/10/22, , 25, 12, , , 
2014/10/23, , 19, 44, , , 
2014/10/24, , 37, 52, , , 
2014/10/25, , 49, 46, , , 
2014/10/26, , 43, 35, , , 
2014/10/27, , 38, 44, , , 
2014/10/28, , 29, 37, , , 
2014/10/29, , 37, 45, , , 
2014/10/30, , 40, 52, , , 
2014/10/31, , 59, 58, , , 
2014/11/1, , 38, 38, , , 
2014/11/2, , 29, 47, , , 
2014/11/3, , 39, 41, , , 
2014/11/4, , 39, 23, , , 
2014/11/5, , 21, 17, , , 
2014/11/6, , 19, 33, , , 
2014/11/7, , 31, 40, , , 
2014/11/8, , 34, 35, , , 
2014/11/9, , 20, 31, , , 
2014/11/10, , 33, 37, , , 
2014/11/11, , 37, 48, , , 
2014/11/12, , 40, 11, , , 
2014/11/13, , 46, , , , 
2014/11/14, , 44, , , , 
2014/11/15, , 19, 26, , , 
2014/11/16, , 26, 27, , , 
2014/11/17, , 31, 14, , , 
2014/11/18, , 15, , , , 
2014/11/26, , 42, 20, , , 
2014/11/27, , 16, 14, , , 
2014/11/28, , 16, 28, , , 
2014/11/29, , 28, 15, , , 
2014/11/30, , 15, 30, , , 
2014/12/1, , 28, 27, , , 
2014/12/2, , 31, 26, , , 
2014/12/3, , 24, 34, , , 
2014/12/4, , 21, 15, , , 
2014/12/5, , 21, 13, , , 
2014/12/6, , 22, 33, , , 
2014/12/7, , 27, 45, , , 
2014/12/8, , 28, 34, , , 
2014/12/9, , 33, 25, , , 
2014/12/10, , 32, 18, , , 
2014/12/11, , 17, 25, , , 
2014/12/12, , 20, 22, , , 
2014/12/13, , 22, 17, , , 
2014/12/14, , 8, 19, , , 
2014/12/15, , 16, 26, , , 
2014/12/16, , 27, 28, , , 
2014/12/17, , 29, 43, , , 
2014/12/18, , 33, 77, , , 
2014/12/19, , 45, 37, , , 
2014/12/20, , 46, 28, , , 
2014/12/21, , 20, 22, , , 
2014/12/22, , 15, 18, , , 
2014/12/23, , 16, 7, , , 
2014/12/24, , 12, 5, , , 
2014/12/25, , 11, , , , 
2014/12/26, , 21, , , , 
2014/12/27, , 34, , , , 
2014/12/28, , 30, , , , 
2014/12/29, , 32, , , , 
2014/7/2, , 32, 27, , , 
2014/7/3, , 67, 31, , , 
2014/7/4, , 82, 30, , , 
2014/7/5, , 67, 28, , , 
2014/7/6, , 60, 21, , , 
2014/7/7, , 43, 3, , , 
2014/7/8, , 67, 7, , , 
2014/7/9, , 31, 11, , , 
2014/7/10, , 22, 5, , , 
2014/7/11, , 19, 9, , , 
2014/7/12, , 25, 11, , , 
2014/7/13, , 18, 21, , , 
2014/7/14, , 26, 14, , , 
2014/7/15, , 33, 16, , , 
2014/7/16, , 38, 21, , , 
2014/7/17, , 53, 26, , , 
2014/7/18, , 57, 20, , , 
2014/7/19, , 40, 28, , , 
2014/7/20, , 26, 24, , , 
2014/7/21, , 34, 14, , , 
2014/7/22, , 37, 16, , , 
2014/7/23, , 51, 26, , , 
2014/7/24, , 43, 15, , , 
2014/7/25, , 34, 13, , , 
2014/7/26, , 24, 4, , , 
2014/7/27, , 35, 6, , , 
2014/7/28, , 15, 10, , , 
2014/7/29, , 22, 13, , , 
2014/7/30, , 18, 16, , , 
2014/7/31, , 30, 19, , , 
2014/8/1, , 37, 36, , , 
2014/8/2, , 47, 37, , , 
2014/8/3, , 45, 37, , , 
2014/8/4, , 55, 19, , , 
2014/8/5, , 63, 12, , , 
2014/8/6, , 32, 18, , , 
2014/8/7, , 40, 31, , , 
2014/8/8, , 51, 12, , , 
2014/8/9, , 38, 12, , , 
2014/8/10, , 23, 32, , , 
2014/8/11, , 31, 37, , , 
2014/8/12, , 51, 45, , , 
2014/8/13, , 72, 9, , , 
2014/8/14, , 38, 14, , , 
2014/8/15, , 18, 12, , , 
2014/8/16, , 31, 15, , , 
2014/8/17, , 33, 25, , , 
2014/8/18, , 28, 25, , , 
2014/8/19, , 51, 24, , , 
2014/8/20, , 44, 24, , , 
2014/8/21, , 39, 44, , , 
2014/8/22, , 42, 50, , , 
2014/8/23, , 58, 64, , , 
2014/8/24, , 67, 49, , , 
2014/8/25, , 55, 46, , , 
2014/8/26, , 65, 21, , , 
2014/8/27, , 72, 27, , , 
2014/8/28, , 42, 18, , , 
2014/8/29, , 35, 17, , , 
2014/8/30, , 34, 38, , , 
2014/8/31, , 43, 33, , , 
2014/9/1, , 38, 33, , , 
2014/9/2, , 31, 49, , , 
2014/9/3, , 76, 31, , , 
2014/9/4, , 22, 18, , , 
2014/9/5, , 14, 20, , , 
2014/9/6, , 20, 38, , , 
2014/9/7, , 32, 45, , , 
2014/9/8, , 50, 40, , , 
2014/9/9, , 52, 36, , , 
2014/9/10, , 51, 36, , , 
2014/9/11, , 40, 44, , , 
2014/9/12, , 58, 35, , , 
2014/9/13, , 52, 50, , , 
2014/9/14, , 50, 64, , , 
2014/9/15, , 60, 52, , , 
2014/9/16, , 69, 21, , , 
2014/9/17, , 33, 21, , , 
2014/9/18, , 31, 34, , , 
2014/9/19, , 41, 12, , , 
2014/9/20, , 39, 29, , , 
2014/9/21, , 26, 24, , , 
2014/9/22, , 21, 19, , , 
2014/9/23, , 29, 48, , , 
2014/9/24, , 43, 38, , , 
2014/9/25, , 46, 36, , , 
2014/9/26, , 49, 29, , , 
2014/9/27, , 35, 14, , , 
2014/9/28, , 27, 30, , , 
2014/9/29, , 30, 27, , , 
2014/9/30, , 35, 53, , , 
2014/10/1, , 45, 36, , , 
2014/4/2, , 38, 21, , , 
2014/4/3, , 31, 19, , , 
2014/4/4, , 29, 9, , , 
2014/4/5, , 16, 28, , , 
2014/4/6, , 29, 38, , , 
2014/4/7, , 33, 39, , , 
2014/4/8, , 39, 64, , , 
2014/4/9, , 56, 38, , , 
2014/4/10, , 58, 29, , , 
2014/4/11, , 32, 33, , , 
2014/4/12, , 57, 30, , , 
2014/4/13, , 44, 24, , , 
2014/4/14, , 19, 10, , , 
2014/4/15, , 15, 7, , , 
2014/4/16, , 18, 6, , , 
2014/4/17, , 22, 21, , , 
2014/4/18, , 29, 32, , , 
2014/4/19, , 22, 36, , , 
2014/4/20, , 43, 27, , , 
2014/4/21, , 20, 29, , , 
2014/4/22, , 21, 10, , , 
2014/4/23, , 26, 15, , , 
2014/4/24, , 38, 9, , , 
2014/4/25, , 11, , , , 
2014/4/26, , 21, , , , 
2014/4/27, , 21, , , , 
2014/4/28, , 23, 9, , , 
2014/4/29, , 15, 18, , , 
2014/4/30, , 34, 24, , , 
2014/5/1, , 30, 24, , , 
2014/5/2, , 30, 24, , , 
2014/5/3, , 45, 35, , , 
2014/5/4, , 42, 25, , , 
2014/5/5, , 39, 33, , , 
2014/5/6, , 44, 34, , , 
2014/5/7, , 48, 23, , , 
2014/5/8, , 48, 35, , , 
2014/5/9, , 47, 8, , , 
2014/5/10, , 30, 17, , , 
2014/5/11, , 20, 15, , , 
2014/5/12, , 16, 22, , , 
2014/5/13, , 34, 28, , , 
2014/5/14, , 52, 24, , , 
2014/5/15, , 62, 29, , , 
2014/5/16, , 51, 12, , , 
2014/5/17, , 56, 16, , , 
2014/5/18, , 30, 25, , , 
2014/5/19, , 32, 16, , , 
2014/5/20, , 43, 24, , , 
2014/5/21, , 40, 21, , , 
2014/5/22, , 48, 26, , , 
2014/5/23, , 41, 9, , , 
2014/5/24, , 20, 7, , , 
2014/5/25, , 16, 5, , , 
2014/5/26, , 26, 8, , , 
2014/5/27, , 21, 5, , , 
2014/5/28, , 20, 9, , , 
2014/5/29, , 19, 8, , , 
2014/5/30, , 23, 12, , , 
2014/5/31, , 30, 19, , , 
2014/6/1, , 31, 15, , , 
2014/6/2, , 35, 10, , , 
2014/6/3, , 27, 16, , , 
2014/6/4, , 34, 22, , , 
2014/6/5, , 40, 22, , , 
2014/6/6, , 43, 12, , , 
2014/6/7, , 31, 19, , , 
2014/6/8, , 48, 26, , , 
2014/6/9, , 41, 14, , , 
2014/6/10, , 38, 8, , , 
2014/6/11, , 23, 11, , , 
2014/6/12, , 29, 21, , , 
2014/6/13, , 28, 12, , , 
2014/6/14, , 31, 21, , , 
2014/6/15, , 37, 16, , , 
2014/6/16, , 49, 25, , , 
2014/6/17, , 35, 29, , , 
2014/6/18, , 56, 23, , , 
2014/6/19, , 39, 14, , , 
2014/6/20, , 14, 9, , , 
2014/6/21, , 25, 10, , , 
2014/6/22, , 26, 22, , , 
2014/6/23, , 41, 21, , , 
2014/6/24, , 41, 27, , , 
2014/6/25, , 52, 24, , , 
2014/6/26, , 59, 29, , , 
2014/6/27, , 58, 32, , , 
2014/6/28, , 60, 32, , , 
2014/6/29, , 58, 25, , , 
2014/6/30, , 53, 21, , , 
2014/7/1, , 22, 25, , , 
2014/1/2, , 20, 33, , , 
2014/1/3, , 21, 38, , , 
2014/1/4, , 20, 36, , , 
2014/1/5, , 25, 25, , , 
2014/1/6, , 16, 43, , , 
2014/1/7, , 34, 47, , , 
2014/1/8, , 30, 47, , , 
2014/1/9, , 33, 43, , , 
2014/1/10, , 35, 45, , , 
2014/1/11, , 41, 28, , , 
2014/1/12, , 38, 51, , , 
2014/1/13, , 34, 14, , , 
2014/1/14, , 39, 36, , , 
2014/1/15, , 47, 43, , , 
2014/1/16, , 29, 30, , , 
2014/1/17, , 25, 32, , , 
2014/1/18, , 53, 57, , , 
2014/1/19, , 37, 40, , , 
2014/1/20, , 27, 61, , , 
2014/1/21, , 41, 37, , , 
2014/1/22, , 32, 40, , , 
2014/1/23, , 28, 38, , , 
2014/1/24, , 31, 41, , , 
2014/1/25, , 36, 53, , , 
2014/1/26, , 28, 48, , , 
2014/1/27, , 38, 57, , , 
2014/1/28, , 43, 42, , , 
2014/1/29, , 37, 53, , , 
2014/1/30, , 38, 61, , , 
2014/1/31, , 40, 83, , , 
2014/2/1, , 44, 75, , , 
2014/2/2, , 43, 34, , , 
2014/2/3, , 44, 36, , , 
2014/2/4, , 31, 38, , , 
2014/2/5, , 41, 57, , , 
2014/2/6, , 47, 74, , , 
2014/2/7, , 46, 71, , , 
2014/2/8, , 39, 68, , , 
2014/2/9, , 33, 46, , , 
2014/2/10, , 41, 58, , , 
2014/2/11, , 42, 53, , , 
2014/2/12, , 47, 50, , , 
2014/2/13, , 44, 55, , , 
2014/2/14, , 43, 49, , , 
2014/2/15, , 35, 13, , , 
2014/2/16, , 15, 20, , , 
2014/2/17, , 14, 21, , , 
2014/2/18, , 21, 13, , , 
2014/2/19, , 19, 20, , , 
2014/2/20, , 27, 32, , , 
2014/2/21, , 37, 38, , , 
2014/2/22, , 35, 31, , , 
2014/2/23, , 44, 25, , , 
2014/2/24, , 30, 17, , , 
2014/2/25, , 33, 18, , , 
2014/2/26, , 28, 45, , , 
2014/2/27, , 37, 42, , , 
2014/2/28, , 39, 25, , , 
2014/3/1, , 18, 30, , , 
2014/3/2, , 18, 20, , , 
2014/3/3, , 28, 26, , , 
2014/3/4, , 23, 29, , , 
2014/3/5, , 34, 11, , , 
2014/3/6, , 23, 23, , , 
2014/3/7, , 27, 30, , , 
2014/3/8, , 26, 30, , , 
2014/3/9, , 25, 30, , , 
2014/3/10, , 27, 31, , , 
2014/3/11, , 31, 25, , , 
2014/3/12, , 31, 21, , , 
2014/3/13, , 37, 24, , , 
2014/3/14, , 33, 26, , , 
2014/3/15, , 34, 40, , , 
2014/3/16, , 29, 34, , , 
2014/3/17, , 29, 38, , , 
2014/3/18, , 34, 29, , , 
2014/3/19, , 35, 51, , , 
2014/3/20, , 48, 35, , , 
2014/3/21, , 27, 25, , , 
2014/3/22, , 19, 14, , , 
2014/3/23, , 20, 13, , , 
2014/3/24, , 22, 13, , , 
2014/3/25, , 21, 14, , , 
2014/3/26, , 25, 15, , , 
2014/3/27, , 20, 17, , , 
2014/3/28, , 23, 23, , , 
2014/3/29, , 28, 34, , , 
2014/3/30, , 37, 21, , , 
2014/3/31, , 28, 25, , , 
2014/4/1, , 22, 26, , , 
2020/3/17, , , 44, , , 
2020/3/18, , , 52, , , 
2020/3/19, , , 30, , , 
2020/3/20, , , 22, , , 
2020/3/21, , , 26, , , 
2020/3/22, , , 27, , , 
2020/3/23, , , 22, , , 
2020/3/24, , , 20, , , 
2020/3/25, , , 28, , , 
2020/3/26, , , 33, , , 
2020/3/27, , , 30, , , 
2020/3/28, , , 35, , , 
2020/1/1, , , 34, , , 
2019/8/4, , , 19, 7, , 
2019/8/5, , , 17, 12, , 
2019/8/6, , , 20, 19, 1, 
2019/8/7, , , 17, 19, 1, 
2019/8/8, , , 31, 24, 1, 
2019/8/9, , , 33, 26, 2, 
2019/8/10, , , 40, 26, 1, 
2019/8/22, , , 17, 11, , 
2019/8/23, , , 20, 13, , 
2019/2/5, , , 9, 11, , 
2019/2/8, , , 33, 18, , 
2019/2/12, , , 23, 14, , 
2019/3/3, , , 21, 12, , 2
2018/10/17, , , 39, 20, , 
2018/11/3, , , 39, 9, , 
2018/11/4, , , 17, 8, , 
2018/11/5, , , 15, 10, , 
2018/5/7, , , 18, , , 
2017/11/4, , , 35, , , 
2017/4/2, , , 22, , , 
2017/4/3, , , 22, , , 
2017/4/4, , , 29, , , 
2017/4/5, , , 33, , , 
2017/4/6, , , 35, , , 
2017/4/7, , , 12, , , 
2017/4/19, , , 11, , , 
2017/4/20, , , 9, , , 
2017/4/21, , , 19, , , 
2017/4/22, , , 16, , , 
2017/4/23, , , 11, , , 
2017/4/24, , , 11, , , 
2017/4/25, , , 18, , , 
2017/4/26, , , 19, , , 
2017/4/27, , , 11, , , 
2017/4/28, , , 5, , , 
2017/4/29, , , 10, , , 
2017/4/30, , , 9, , , 
2017/5/1, , , 10, , , 
2017/5/2, , , 8, , , 
2017/5/3, , , 9, , , 
2017/5/4, , , 14, , , 
2017/5/5, , , 16, , , 
2017/5/6, , , 4, , , 
2017/5/7, , , 13, , , 
2017/5/8, , , 15, , , 
2017/5/9, , , 16, , , 
2017/5/10, , , 28, , , 
2017/5/11, , , 14, , , 
2017/5/12, , , 12, , , 
2017/5/13, , , 17, , , 
2017/5/14, , , 29, , , 
2017/5/15, , , 20, , , 
2017/5/16, , , 15, , , 
2017/5/17, , , 13, , , 
2017/5/18, , , 9, , , 
2017/5/19, , , 7, , , 
2017/5/20, , , 5, , , 
2017/5/21, , , 10, , , 
2017/5/22, , , 3, , , 
2017/5/23, , , 3, , , 
2017/5/24, , , 12, , , 
2017/5/25, , , 6, , , 
2017/5/26, , , 20, , , 
2017/5/27, , , 24, , , 
2017/5/28, , , 26, , , 
2017/5/29, , , 16, , , 
2017/5/30, , , 23, , , 
2017/5/31, , , 8, , , 
2017/6/1, , , 27, , , 
2017/6/2, , , 11, , , 
2017/6/3, , , 15, , , 
2017/6/4, , , 22, , , 
2017/6/5, , , 21, , , 
2017/6/6, , , 2, , , 
2017/6/7, , , 4, , , 
2017/6/8, , , 16, , , 
2017/6/9, , , 23, , , 
2017/6/10, , , 14, , , 
2017/6/11, , , 19, , , 
2017/6/12, , , 22, , , 
2017/6/13, , , 5, , , 
2017/6/14, , , , , , 
2017/6/15, , , 10, , , 
2017/6/16, , , 9, , , 
2017/6/17, , , 16, , , 
2017/6/18, , , 20, , , 
2017/6/19, , , 24, , , 
2017/6/20, , , 14, , , 
2017/6/21, , , 5, , , 
2017/6/22, , , 7, , , 
2017/6/23, , , 12, , , 
2017/6/24, , , 11, , , 
2017/6/25, , , 10, , , 
2017/6/26, , , 13, , , 
2017/1/8, , , 30, , , 
2017/1/9, , , 36, , , 
2017/1/10, , , 37, , , 
2017/1/11, , , 32, , , 
2017/1/12, , , 20, , , 
2017/1/13, , , 35, , , 
2017/1/14, , , 45, , , 
2017/1/15, , , 29, , , 
2017/1/16, , , 20, , , 
2017/1/17, , , 21, , , 
2017/1/18, , , 17, , , 
2017/1/19, , , 16, , , 
2017/1/20, , , 17, , , 
2017/1/21, , , 12, , , 
2017/1/22, , , 19, , , 
2017/1/23, , , 21, , , 
2017/1/24, , , 34, , , 
2017/1/25, , , 30, , , 
2017/1/26, , , 18, , , 
2017/1/27, , , 14, , , 
2017/1/28, , , 35, , , 
2017/1/29, , , 37, , , 
2017/1/30, , , 24, , , 
2017/1/31, , , 23, , , 
2017/2/1, , , 17, , , 
2017/2/2, , , 26, , , 
2017/2/3, , , 25, , , 
2017/2/4, , , 22, , , 
2017/2/5, , , 31, , , 
2017/2/6, , , 36, , , 
2017/2/7, , , 41, , , 
2017/2/8, , , 25, , , 
2017/2/9, , , 29, , , 
2017/2/10, , , 32, , , 
2017/2/11, , , 26, , , 
2017/2/12, , , 28, , , 
2017/2/13, , , 25, , , 
2017/2/14, , , 31, , , 
2017/2/15, , , 45, , , 
2017/2/16, , , 52, , , 
2017/2/17, , , 53, , , 
2017/2/18, , , 60, , , 
2017/2/19, , , 54, , , 
2017/2/20, , , 52, , , 
2017/2/21, , , 41, , , 
2017/2/22, , , 27, , , 
2017/2/23, , , 38, , , 
2017/2/24, , , 38, , , 
2017/2/25, , , 21, , , 
2017/2/26, , , 29, , , 
2017/2/27, , , 32, , , 
2017/2/28, , , 36, , , 
2017/3/1, , , 30, , , 
2017/3/2, , , 27, , , 
2017/3/3, , , 19, , , 
2017/3/4, , , 29, , , 
2017/3/5, , , 17, , , 
2017/3/6, , , 13, , , 
2017/3/7, , , 29, , , 
2017/3/8, , , 16, , , 
2017/3/9, , , 31, , , 
2017/3/10, , , 46, , , 
2017/3/11, , , 46, , , 
2017/3/12, , , 35, , , 
2017/3/13, , , 25, , , 
2017/3/14, , , 15, , , 
2017/3/15, , , 26, , , 
2017/3/16, , , 37, , , 
2017/3/17, , , 23, , , 
2017/3/18, , , 14, , , 
2017/3/19, , , 10, , , 
2017/3/20, , , 15, , , 
2017/3/21, , , 13, , , 
2017/3/22, , , 21, , , 
2017/3/23, , , 24, , , 
2017/3/24, , , 41, , , 
2017/3/25, , , 26, , , 
2017/3/26, , , 25, , , 
2017/3/27, , , 21, , , 
2017/3/28, , , 16, , , 
2017/3/29, , , 20, , , 
2017/3/30, , , 21, , , 
2017/3/31, , , 14, , , 
2017/4/1, , , 18, , , 
2016/7/18, , , 17, , , 
2016/7/19, , , 16, , , 
2016/7/20, , , 18, , , 
2016/7/21, , , 16, , , 
2016/7/22, , , 16, , , 
2016/7/23, , , 25, , , 
2016/1/3, , , 15, , , 
2015/9/16, , , 30, , , 
2015/4/5, , , 30, , , 
2015/4/6, , , 22, , , 
2015/5/11, , , 8, , , 
2015/5/18, , , 8, , , 
2015/1/2, , , 13, , , 
2015/1/3, , , 14, , , 
2015/1/4, , , 18, , , 
2015/1/5, , , 11, , , 
2014/11/22, , , 27, , , 
2014/11/23, , , 27, , , 
2014/11/24, , , 24, , , 
2014/11/25, , , 28, , , 
2014/1/1, , , 23, , , 
2019/2/10, , , , 10, 1, 
2019/2/11, , , , 14, 1, 
