date, pm25, pm10, o3, no2, so2, co
2018/6/8, 68, , 9, , , 
2018/6/9, 50, , 7, , , 
2018/6/10, 64, , 6, , , 
2018/6/11, 62, , 20, , , 
2018/6/12, 68, , 22, , , 
2018/6/13, 69, , 13, , , 
2018/6/14, 44, , 8, , , 
2018/6/15, 30, , 6, , , 
2018/6/16, 32, , 10, , , 
2018/6/17, 19, , 12, , , 
2018/6/18, 37, , 9, , , 
2018/6/19, 39, , 11, , , 
2018/6/20, 50, , 21, , , 
2018/6/21, 60, , 23, , , 
2018/6/22, 83, , 18, , , 
2018/6/23, 78, , 22, , , 
2018/6/24, 93, , 27, , , 
2018/6/25, 111, , 26, , , 
2018/6/26, 84, , 24, , , 
2018/6/27, 90, , 26, , , 
2018/6/28, 107, , 13, , , 
2018/6/29, 94, , 17, , , 
2018/6/30, 75, , 33, , , 
2018/7/1, 92, , 43, , , 
2018/1/2, 47, , 22, , , 
2018/1/3, 22, , 11, , , 
2018/1/4, 24, , 24, , , 
2018/1/5, 39, , 40, , , 
2018/1/6, 45, , 25, , , 
2018/1/7, 45, , 20, , , 
2018/1/8, 28, , 10, , , 
2018/1/9, 31, , 18, , , 
2018/1/10, 54, , 26, , , 
2018/1/11, 52, , 27, , , 
2018/1/12, 46, , 31, , , 
2018/1/13, 34, , 28, , , 
2018/1/14, 28, , 26, , , 
2018/1/15, 30, , 32, , , 
2018/1/16, 25, , 36, , , 
2018/1/17, 28, , 36, , , 
2018/1/18, 58, , 33, , , 
2018/1/19, 57, , 29, , , 
2018/1/20, 41, , 35, , , 
2018/1/21, 54, , 29, , , 
2018/1/22, 44, , 41, , , 
2018/1/23, 56, , 34, , , 
2018/1/24, 52, , 42, , , 
2018/1/25, 46, , 47, , , 
2018/1/26, 50, , 19, , , 
2018/1/27, 45, , 17, , , 
2018/1/28, 53, , 28, , , 
2018/1/29, 55, , 23, , , 
2018/1/30, 60, , 9, , , 
2018/1/31, 24, , 16, , , 
2018/2/1, 22, , 29, , , 
2018/2/2, 33, , 28, , , 
2018/2/3, 42, , 14, , , 
2018/2/4, 27, , 21, , , 
2018/2/5, 34, , 17, , , 
2018/2/6, 36, , 12, , , 
2018/2/7, 41, , 25, , , 
2018/2/8, 41, , 55, , , 
2018/2/9, 80, , 39, , , 
2018/2/10, 62, , 28, , , 
2018/2/11, 58, , 27, , , 
2018/2/12, 44, , 32, , , 
2018/2/13, 36, , 16, , , 
2018/2/14, 17, , 10, , , 
2018/2/15, 24, , 11, , , 
2018/2/16, 31, , 17, , , 
2018/2/17, 34, , 30, , , 
2018/2/18, 51, , 17, , , 
2018/2/19, 35, , 31, , , 
2018/2/20, 38, , 21, , , 
2018/2/21, 28, , 23, , , 
2018/2/22, 28, , 34, , , 
2018/2/23, 59, , 29, , , 
2018/2/24, 47, , 29, , , 
2018/2/25, 41, , 29, , , 
2018/2/26, 42, , 18, , , 
2018/2/27, 47, , 24, , , 
2018/2/28, 39, , 51, , , 
2018/3/1, 72, , 45, , , 
2018/3/2, 69, , 29, , , 
2018/3/3, 62, , 25, , , 
2018/3/4, 33, , 37, , , 
2018/3/5, 57, , 28, , , 
2018/3/6, 49, , 30, , , 
2018/3/7, 64, , 25, , , 
2018/3/8, 52, , 8, , , 
2018/3/9, 36, , 26, , , 
2018/3/10, 44, , 26, , , 
2018/3/11, 54, , 47, , , 
2018/3/12, 61, , 29, , , 
2018/3/13, 65, , 29, , , 
2018/3/14, 56, , 41, , , 
2018/3/15, 52, , 35, , , 
2018/3/16, 30, , 33, , , 
2018/3/17, 42, , 42, , , 
2018/3/18, 55, , 35, , , 
2018/3/19, 54, , 29, , , 
2018/3/20, 74, , 41, , , 
2018/3/21, 73, , 20, , , 
2018/3/22, 34, , 18, , , 
2018/3/23, 41, , 43, , , 
2018/3/24, 55, , 21, , , 
2018/3/25, 48, , 29, , , 
2018/3/26, 57, , 14, , , 
2018/3/27, 46, , 17, , , 
2018/3/28, 45, , 22, , , 
2018/3/29, 54, , 23, , , 
2018/3/30, 62, , 25, , , 
2018/3/31, 52, , 23, , , 
2018/4/1, 42, , 24, , , 
2017/10/2, 39, , 23, , , 
2017/10/3, 41, , 26, , , 
2017/10/4, 39, , 22, , , 
2017/10/5, 50, , 31, , , 
2017/10/6, 58, , 44, , , 
2017/10/7, 55, , 25, , , 
2017/10/8, 46, , 28, , , 
2017/10/9, 53, , 49, , , 
2017/10/10, 76, , 53, , , 
2017/10/11, 81, , 56, , , 
2017/10/12, 83, , 45, , , 
2017/10/13, 75, , 39, , , 
2017/10/14, 68, , 35, , , 
2017/10/15, 51, , 17, , , 
2017/10/16, 19, , 18, , , 
2017/10/17, 31, , 29, , , 
2017/10/18, 58, , 35, , , 
2017/10/19, 59, , 49, , , 
2017/10/20, 68, , 32, , , 
2017/10/21, 49, , 35, , , 
2017/10/22, 77, , 27, , , 
2017/10/23, 68, , 10, , , 
2017/10/24, 29, , 12, , , 
2017/10/25, 48, , 37, , , 
2017/10/26, 59, , 28, , , 
2017/10/27, 40, , 22, , , 
2017/10/28, 59, , 37, , , 
2017/10/29, 29, , 29, , , 
2017/10/30, 61, , 11, , , 
2017/10/31, 60, , 18, , , 
2017/11/1, 33, , 17, , , 
2017/11/2, 34, , 12, , , 
2017/11/3, 25, , , , , 
2017/11/5, 42, , 15, , , 
2017/11/6, 18, , 15, , , 
2017/11/7, 32, , 16, , , 
2017/11/8, 34, , 25, , , 
2017/11/9, 45, , 19, , , 
2017/11/10, 74, , 25, , , 
2017/11/11, 56, , 16, , , 
2017/11/12, 28, , 40, , , 
2017/11/13, 46, , 41, , , 
2017/11/14, 55, , 27, , , 
2017/11/15, 58, , 47, , , 
2017/11/16, 55, , 42, , , 
2017/11/17, 62, , 17, , , 
2017/11/18, 44, , 31, , , 
2017/11/19, 35, , 24, , , 
2017/11/20, 31, , 17, , , 
2017/11/21, 27, , 24, , , 
2017/11/22, 50, , 1, , , 
2017/11/23, 34, , 14, , , 
2017/11/24, 37, , 42, , , 
2017/11/25, 58, , 40, , , 
2017/11/26, 86, , 30, , , 
2017/11/27, 36, , 27, , , 
2017/11/28, 33, , 18, , , 
2017/11/29, 39, , 31, , , 
2017/11/30, 39, , 23, , , 
2017/12/1, 51, , 25, , , 
2017/12/2, 43, , 20, , , 
2017/12/3, 26, , 30, , , 
2017/12/4, 40, , 46, , , 
2017/12/5, 56, , 28, , , 
2017/12/6, 57, , 28, , , 
2017/12/7, 45, , 19, , , 
2017/12/8, 60, , 21, , , 
2017/12/9, 59, , 31, , , 
2017/12/10, 41, , 62, , , 
2017/12/11, 72, , 30, , , 
2017/12/12, 62, , 8, , , 
2017/12/13, 30, , 27, , , 
2017/12/14, 41, , 65, , , 
2017/12/15, 65, , 41, , , 
2017/12/16, 81, , 40, , , 
2017/12/17, 74, , 33, , , 
2017/12/18, 59, , 27, , , 
2017/12/19, 35, , 37, , , 
2017/12/20, 66, , 35, , , 
2017/12/21, 53, , 15, , , 
2017/12/22, 45, , 20, , , 
2017/12/23, 26, , 30, , , 
2017/12/24, 27, , 25, , , 
2017/12/25, 23, , 19, , , 
2017/12/26, 55, , 29, , , 
2017/12/27, 37, , 23, , , 
2017/12/28, 36, , 18, , , 
2017/12/29, 51, , 20, , , 
2017/12/30, 30, , 23, , , 
2017/12/31, 22, , 14, , , 
2018/1/1, 41, , 14, , , 
2017/7/2, 63, , 12, , , 
2017/7/3, 28, , 16, , , 
2017/7/4, 28, , 8, , , 
2017/7/5, 35, , 13, , , 
2017/7/6, 51, , 10, , , 
2017/7/7, 67, , 4, , , 
2017/7/8, 61, , , , , 
2017/7/9, 57, , , , , 
2017/7/10, 62, , 11, , , 
2017/7/11, 57, , 22, , , 
2017/7/12, 93, , 19, , , 
2017/7/13, 90, , 14, , , 
2017/7/14, 81, , 14, , , 
2017/7/15, 82, , 19, , , 
2017/7/16, 72, , 22, , , 
2017/7/17, 49, , 27, , , 
2017/7/18, 77, , 13, , , 
2017/7/19, 16, , 12, , , 
2017/7/20, 33, , 11, , , 
2017/7/21, 70, , 27, , , 
2017/7/22, 101, , 27, , , 
2017/7/23, 87, , 28, , , 
2017/7/24, 70, , 26, , , 
2017/7/25, 81, , 32, , , 
2017/7/26, 92, , 23, , , 
2017/7/27, 86, , 20, , , 
2017/7/28, 72, , 17, , , 
2017/7/29, 69, , 24, , , 
2017/7/30, 74, , 10, , , 
2017/7/31, 60, , 12, , , 
2017/8/1, 66, , 19, , , 
2017/8/2, 81, , 24, , , 
2017/8/3, 78, , 22, , , 
2017/8/4, 52, , 13, , , 
2017/8/5, 22, , 18, , , 
2017/8/6, 27, , 20, , , 
2017/8/7, 29, , 23, , , 
2017/8/8, 74, , , , , 
2017/8/9, 81, , , , , 
2017/8/10, 93, , , , , 
2017/8/11, 61, , , , , 
2017/8/12, 45, , , , , 
2017/8/13, 65, , , , , 
2017/8/14, 78, , 12, , , 
2017/8/15, 80, , 16, , , 
2017/8/16, 56, , 1, , , 
2017/8/17, 68, , 3, , , 
2017/8/18, 48, , , , , 
2017/8/19, 65, , 4, , , 
2017/8/20, 53, , 8, , , 
2017/8/21, 41, , 17, , , 
2017/8/22, 24, , 14, , , 
2017/8/23, 26, , 12, , , 
2017/8/24, 61, , 19, , , 
2017/8/25, 63, , 8, , , 
2017/8/26, 56, , , , , 
2017/8/27, 75, , 6, , , 
2017/8/28, 88, , 37, , , 
2017/8/29, 110, , 2, , , 
2017/8/30, 111, , , , , 
2017/8/31, 119, , , , , 
2017/9/1, 49, , , , , 
2017/9/2, 38, , , , , 
2017/9/3, 56, , , , , 
2017/9/4, 62, , 3, , , 
2017/9/5, 76, , , , , 
2017/9/6, 89, , , , , 
2017/9/11, 131, , , , , 
2017/9/12, 96, , , , , 
2017/9/13, 93, , 3, , , 
2017/9/14, 94, , 2, , , 
2017/9/15, 92, , 4, , , 
2017/9/16, 99, , 74, , , 
2017/9/17, 33, , 13, , , 
2017/9/18, 106, , 23, , , 
2017/9/19, 96, , , , , 
2017/9/20, 104, , , , , 
2017/9/21, 99, , 46, , , 
2017/9/22, 100, , 42, , , 
2017/9/23, 96, , 54, , , 
2017/9/24, 97, , 36, , , 
2017/9/25, 61, , 34, , , 
2017/9/26, 78, , 39, , , 
2017/9/27, 80, , 55, , , 
2017/9/28, 105, , 34, , , 
2017/9/29, 100, , 20, , , 
2017/9/30, 48, , 28, , , 
2017/10/1, 40, , 38, , , 
2017/6/27, 62, , 12, , , 
2017/6/28, 55, , 15, , , 
2017/6/29, 91, , 14, , , 
2017/6/30, 89, , 18, , , 
2017/7/1, 86, , 23, , , 
2019/11/30, , 24, 64, 14, , 3
2019/12/1, , 11, 35, 8, , 2
2019/12/2, , 16, 18, 9, , 1
2019/12/3, , 19, 13, 11, 1, 1
2019/12/4, , 23, 40, 20, 1, 1
2019/12/11, , 13, 30, 28, , 
2019/8/24, , 23, 22, 9, , 
2019/4/20, , 31, 38, 23, 1, 
2019/4/21, , 35, 35, 17, , 
2019/1/1, , 10, 34, , 1, 
2017/1/3, , 14, 43, , , 
2017/1/4, , 27, 37, , , 
2017/1/5, , 18, 38, , , 
2017/1/6, , 22, 32, , , 
2017/1/7, , 17, 49, , , 
2016/10/2, , 16, 23, , , 
2016/10/3, , 15, 12, , , 
2016/10/4, , 23, 17, , , 
2016/10/5, , 19, 22, , , 
2016/10/6, , 16, 31, , , 
2016/10/7, , 18, 19, , , 
2016/10/8, , 9, 37, , , 
2016/10/9, , 16, 33, , , 
2016/10/10, , 29, 20, , , 
2016/10/11, , 21, 27, , , 
2016/10/12, , 26, 40, , , 
2016/10/13, , 24, 28, , , 
2016/10/14, , 23, 28, , , 
2016/10/15, , 21, 33, , , 
2016/10/16, , 21, 41, , , 
2016/10/17, , 28, 42, , , 
2016/10/18, , 36, 38, , , 
2016/10/19, , 28, 68, , , 
2016/10/20, , 38, 50, , , 
2016/10/21, , 27, 22, , , 
2016/10/22, , 15, 14, , , 
2016/10/23, , 10, 28, , , 
2016/10/24, , 18, 41, , , 
2016/10/25, , 24, 10, , , 
2016/10/26, , 22, 39, , , 
2016/10/27, , 27, 32, , , 
2016/10/28, , 20, 25, , , 
2016/10/29, , 21, 24, , , 
2016/10/30, , 24, 21, , , 
2016/10/31, , 11, 38, , , 
2016/11/1, , 29, 33, , , 
2016/11/2, , 28, 33, , , 
2016/11/3, , 24, 20, , , 
2016/11/4, , 12, 8, , , 
2016/11/5, , 20, 14, , , 
2016/11/6, , 18, 26, , , 
2016/11/7, , 15, 40, , , 
2016/11/8, , 32, 55, , , 
2016/11/9, , 36, 32, , , 
2016/11/10, , 23, 39, , , 
2016/11/11, , 18, 40, , , 
2016/11/12, , 32, 17, , , 
2016/11/13, , 11, 11, , , 
2016/11/14, , 11, 14, , , 
2016/11/15, , 16, 17, , , 
2016/11/16, , 12, 31, , , 
2016/11/17, , 20, 39, , , 
2016/11/18, , 19, 14, , , 
2016/11/19, , 18, 18, , , 
2016/11/20, , 21, 35, , , 
2016/11/21, , 21, 37, , , 
2016/11/22, , 26, 36, , , 
2016/11/23, , 36, 25, , , 
2016/11/24, , 24, 48, , , 
2016/11/25, , 33, 39, , , 
2016/11/26, , 30, 56, , , 
2016/11/27, , 33, 43, , , 
2016/11/28, , 27, 37, , , 
2016/11/29, , 24, 14, , , 
2016/11/30, , 19, 12, , , 
2016/12/1, , 21, 13, , , 
2016/12/2, , 16, 48, , , 
2016/12/3, , 28, 30, , , 
2016/12/4, , 21, 27, , , 
2016/12/5, , 12, 25, , , 
2016/12/6, , 14, 46, , , 
2016/12/7, , 21, 43, , , 
2016/12/8, , 37, 44, , , 
2016/12/9, , 25, 37, , , 
2016/12/10, , 23, 32, , , 
2016/12/11, , 17, 15, , , 
2016/12/12, , 15, 11, , , 
2016/12/13, , 16, 23, , , 
2016/12/14, , 29, 19, , , 
2016/12/15, , 31, 11, , , 
2016/12/16, , 16, 12, , , 
2016/12/17, , 20, 32, , , 
2016/12/18, , 23, 33, , , 
2016/12/19, , 17, 21, , , 
2016/12/20, , 22, 27, , , 
2016/12/21, , 19, 31, , , 
2016/12/22, , 22, 36, , , 
2016/12/23, , 23, 46, , , 
2016/12/24, , 23, 42, , , 
2016/12/25, , 23, 53, , , 
2016/12/26, , 38, 46, , , 
2016/12/27, , 15, 45, , , 
2016/12/28, , 25, 43, , , 
2016/12/29, , 28, 37, , , 
2016/12/30, , 25, 43, , , 
2016/12/31, , 30, 36, , , 
2017/1/1, , 22, 28, , , 
2017/1/2, , 28, 29, , , 
2016/7/2, , 46, 20, , , 
2016/7/3, , 33, 25, , , 
2016/7/4, , 38, 20, , , 
2016/7/5, , 36, 22, , , 
2016/7/6, , 44, 25, , , 
2016/7/7, , 42, 20, , , 
2016/7/8, , 21, 18, , , 
2016/7/9, , 43, 23, , , 
2016/7/10, , 45, 33, , , 
2016/7/11, , 56, 33, , , 
2016/7/12, , 49, 36, , , 
2016/7/13, , 40, 25, , , 
2016/7/14, , 34, 38, , , 
2016/7/15, , 68, 39, , , 
2016/7/16, , 35, 26, , , 
2016/7/17, , 24, 22, , , 
2016/7/24, , 31, 33, , , 
2016/7/25, , 40, 35, , , 
2016/7/26, , 49, 28, , , 
2016/7/27, , 44, 30, , , 
2016/7/28, , 33, 19, , , 
2016/7/29, , 29, 14, , , 
2016/7/30, , 25, 26, , , 
2016/7/31, , 30, 30, , , 
2016/8/1, , 40, 29, , , 
2016/8/2, , 47, 13, , , 
2016/8/3, , 37, 17, , , 
2016/8/4, , 24, 25, , , 
2016/8/5, , 32, 29, , , 
2016/8/6, , 43, 39, , , 
2016/8/7, , 47, 26, , , 
2016/8/8, , 37, 17, , , 
2016/8/9, , 23, 16, , , 
2016/8/10, , 32, 15, , , 
2016/8/11, , 21, 13, , , 
2016/8/12, , 13, 18, , , 
2016/8/13, , 23, 33, , , 
2016/8/14, , 29, 45, , , 
2016/8/15, , 46, 24, , , 
2016/8/16, , 47, 26, , , 
2016/8/17, , 31, 37, , , 
2016/8/18, , 35, 17, , , 
2016/8/19, , 21, 25, , , 
2016/8/20, , 30, 14, , , 
2016/8/21, , 29, 23, , , 
2016/8/22, , 12, 17, , , 
2016/8/23, , 11, 19, , , 
2016/8/24, , 18, 25, , , 
2016/8/25, , 28, 31, , , 
2016/8/26, , 39, 48, , , 
2016/8/27, , 51, 41, , , 
2016/8/28, , 46, 37, , , 
2016/8/29, , 41, 35, , , 
2016/8/30, , 44, 49, , , 
2016/8/31, , 42, 24, , , 
2016/9/1, , 15, 32, , , 
2016/9/2, , 24, 23, , , 
2016/9/3, , 32, 28, , , 
2016/9/4, , 25, 17, , , 
2016/9/5, , 25, 19, , , 
2016/9/6, , 36, 22, , , 
2016/9/7, , 21, 18, , , 
2016/9/8, , 19, 14, , , 
2016/9/9, , 36, 16, , , 
2016/9/10, , 30, 30, , , 
2016/9/11, , 27, 37, , , 
2016/9/12, , 28, 40, , , 
2016/9/13, , 33, 38, , , 
2016/9/14, , 52, 38, , , 
2016/9/15, , 52, 41, , , 
2016/9/16, , 34, 17, , , 
2016/9/17, , 26, 43, , , 
2016/9/18, , 31, 50, , , 
2016/9/19, , 47, 25, , , 
2016/9/20, , 29, 12, , , 
2016/9/21, , 19, 22, , , 
2016/9/22, , 18, 24, , , 
2016/9/23, , 16, 38, , , 
2016/9/24, , 30, 20, , , 
2016/9/25, , 24, 18, , , 
2016/9/26, , 14, 23, , , 
2016/9/27, , 20, 27, , , 
2016/9/28, , 25, 35, , , 
2016/9/29, , 30, 33, , , 
2016/9/30, , 42, 22, , , 
2016/10/1, , 26, 16, , , 
2016/4/2, , 30, 58, , , 
2016/4/3, , 28, 56, , , 
2016/4/4, , 25, 37, , , 
2016/4/5, , 35, 33, , , 
2016/4/6, , 22, 65, , , 
2016/4/7, , 32, 60, , , 
2016/4/8, , 37, 75, , , 
2016/4/9, , 41, 48, , , 
2016/4/10, , 40, 58, , , 
2016/4/11, , 41, 43, , , 
2016/4/12, , 31, 50, , , 
2016/4/13, , 29, 39, , , 
2016/4/14, , 30, 47, , , 
2016/4/15, , 33, 36, , , 
2016/4/16, , 48, 67, , , 
2016/4/17, , 37, 41, , , 
2016/4/18, , 37, 31, , , 
2016/4/19, , 38, 24, , , 
2016/4/20, , 35, 29, , , 
2016/4/21, , 32, 35, , , 
2016/4/22, , 30, 51, , , 
2016/4/23, , 37, 39, , , 
2016/4/24, , 35, 32, , , 
2016/4/25, , 33, 38, , , 
2016/4/26, , 40, 28, , , 
2016/4/27, , 28, 13, , , 
2016/4/28, , 9, 19, , , 
2016/4/29, , 19, 12, , , 
2016/4/30, , 23, 34, , , 
2016/5/1, , 20, 28, , , 
2016/5/2, , 20, 18, , , 
2016/5/3, , 26, 37, , , 
2016/5/4, , 34, 37, , , 
2016/5/5, , 36, 26, , , 
2016/5/6, , 31, 34, , , 
2016/5/7, , 33, 26, , , 
2016/5/8, , 49, 29, , , 
2016/5/9, , 35, 18, , , 
2016/5/10, , 41, 23, , , 
2016/5/11, , 37, 14, , , 
2016/5/12, , 23, 12, , , 
2016/5/13, , 11, 11, , , 
2016/5/14, , 13, 19, , , 
2016/5/15, , 18, 28, , , 
2016/5/16, , 25, 25, , , 
2016/5/17, , 27, 18, , , 
2016/5/18, , 20, , , , 
2016/5/19, , 25, 3, , , 
2016/5/20, , 15, 9, , , 
2016/5/21, , 27, 6, , , 
2016/5/22, , 36, 25, , , 
2016/5/23, , 23, 14, , , 
2016/5/24, , 9, 11, , , 
2016/5/25, , 17, 12, , , 
2016/5/26, , 15, 27, , , 
2016/5/27, , 29, 11, , , 
2016/5/28, , 40, 15, , , 
2016/5/29, , 17, 22, , , 
2016/5/30, , 19, 15, , , 
2016/5/31, , 11, 19, , , 
2016/6/1, , 12, 14, , , 
2016/6/2, , 19, 15, , , 
2016/6/3, , 12, 12, , , 
2016/6/4, , 11, 3, , , 
2016/6/5, , 20, 9, , , 
2016/6/6, , 9, 8, , , 
2016/6/7, , 18, 6, , , 
2016/6/8, , 12, 15, , , 
2016/6/9, , 22, 14, , , 
2016/6/10, , 28, 13, , , 
2016/6/11, , 33, 28, , , 
2016/6/12, , 31, 25, , , 
2016/6/13, , 32, 12, , , 
2016/6/14, , 34, 15, , , 
2016/6/15, , 36, 22, , , 
2016/6/16, , 45, 31, , , 
2016/6/17, , 57, 29, , , 
2016/6/18, , 50, 30, , , 
2016/6/19, , 48, 32, , , 
2016/6/20, , 26, 8, , , 
2016/6/21, , 17, 8, , , 
2016/6/22, , 12, 11, , , 
2016/6/23, , 19, 19, , , 
2016/6/24, , 27, 14, , , 
2016/6/25, , 33, 14, , , 
2016/6/26, , 29, 19, , , 
2016/6/27, , 33, 14, , , 
2016/6/28, , 37, 9, , , 
2016/6/29, , 44, 13, , , 
2016/6/30, , 44, 12, , , 
2016/7/1, , 40, 14, , , 
2016/1/5, , 16, 51, , , 
2016/1/6, , 24, 75, , , 
2016/1/7, , 27, 55, , , 
2016/1/8, , 26, 55, , , 
2016/1/9, , 35, 24, , , 
2016/1/10, , 22, 20, , , 
2016/1/11, , 12, 19, , , 
2016/1/12, , 8, 14, , , 
2016/1/13, , 5, 10, , , 
2016/1/14, , 8, 17, , , 
2016/1/15, , 15, 8, , , 
2016/1/16, , 14, 15, , , 
2016/1/17, , 16, 20, , , 
2016/1/18, , 15, 11, , , 
2016/1/19, , 16, 9, , , 
2016/1/20, , 12, 11, , , 
2016/1/21, , 13, 23, , , 
2016/1/22, , 22, 13, , , 
2016/1/23, , 22, 50, , , 
2016/1/24, , 20, 31, , , 
2016/1/25, , 19, 44, , , 
2016/1/26, , 20, 40, , , 
2016/1/27, , 16, 49, , , 
2016/1/28, , 30, 31, , , 
2016/1/29, , 19, 18, , , 
2016/1/30, , 13, 26, , , 
2016/1/31, , 13, 30, , , 
2016/2/1, , 15, 49, , , 
2016/2/2, , 27, 77, , , 
2016/2/3, , 37, 55, , , 
2016/2/4, , 27, 53, , , 
2016/2/5, , 30, 44, , , 
2016/2/6, , 26, 46, , , 
2016/2/7, , 26, 38, , , 
2016/2/8, , 22, 40, , , 
2016/2/9, , 14, 42, , , 
2016/2/10, , 15, 40, , , 
2016/2/11, , 18, 21, , , 
2016/2/12, , 23, 34, , , 
2016/2/13, , 25, 62, , , 
2016/2/14, , 27, 43, , , 
2016/2/15, , 29, 27, , , 
2016/2/16, , 29, 32, , , 
2016/2/17, , 12, 32, , , 
2016/2/18, , 16, 33, , , 
2016/2/19, , 16, 29, , , 
2016/2/20, , 32, 38, , , 
2016/2/21, , 17, 23, , , 
2016/2/22, , 12, 19, , , 
2016/2/23, , 12, 27, , , 
2016/2/24, , 13, 30, , , 
2016/2/25, , 16, 39, , , 
2016/2/26, , 14, 35, , , 
2016/2/27, , 17, 20, , , 
2016/2/28, , 13, 22, , , 
2016/2/29, , 9, 11, , , 
2016/3/1, , 15, 4, , , 
2016/3/2, , 11, 9, , , 
2016/3/3, , 27, 18, , , 
2016/3/4, , 13, 24, , , 
2016/3/5, , 16, 28, , , 
2016/3/6, , 18, 29, , , 
2016/3/7, , 22, 33, , , 
2016/3/8, , 20, 40, , , 
2016/3/9, , 28, 31, , , 
2016/3/10, , 23, 16, , , 
2016/3/11, , 20, 16, , , 
2016/3/12, , 9, 30, , , 
2016/3/13, , 16, 22, , , 
2016/3/14, , 16, 25, , , 
2016/3/15, , 16, 32, , , 
2016/3/16, , 24, 14, , , 
2016/3/17, , 17, 26, , , 
2016/3/18, , 19, 47, , , 
2016/3/19, , 24, 64, , , 
2016/3/20, , 26, 41, , , 
2016/3/21, , 25, 43, , , 
2016/3/22, , 24, 36, , , 
2016/3/23, , 36, 29, , , 
2016/3/24, , 23, 28, , , 
2016/3/25, , 21, 23, , , 
2016/3/26, , 11, 22, , , 
2016/3/27, , 12, 26, , , 
2016/3/28, , 11, 30, , , 
2016/3/29, , 27, 43, , , 
2016/3/30, , 26, 35, , , 
2016/3/31, , 32, 47, , , 
2016/4/1, , 31, 40, , , 
2015/10/2, , 20, 44, , , 
2015/10/3, , 27, 37, , , 
2015/10/4, , 21, 21, , , 
2015/10/5, , 17, 19, , , 
2015/10/6, , 10, 21, , , 
2015/10/7, , 21, 59, , , 
2015/10/8, , 29, 47, , , 
2015/10/9, , 29, 44, , , 
2015/10/10, , 31, 45, , , 
2015/10/11, , 15, 63, , , 
2015/10/12, , 26, 52, , , 
2015/10/13, , 13, 28, , , 
2015/10/14, , 20, 53, , , 
2015/10/15, , 32, 58, , , 
2015/10/16, , 36, 55, , , 
2015/10/17, , 47, 43, , , 
2015/10/18, , 23, 17, , , 
2015/10/19, , 11, 24, , , 
2015/10/20, , 22, 42, , , 
2015/10/21, , 31, 54, , , 
2015/10/22, , 35, 27, , , 
2015/10/23, , 22, 30, , , 
2015/10/24, , 20, 23, , , 
2015/10/25, , 18, 13, , , 
2015/10/26, , 13, 33, , , 
2015/10/27, , 20, 36, , , 
2015/10/28, , 25, 24, , , 
2015/10/29, , 18, 18, , , 
2015/10/30, , 10, 38, , , 
2015/10/31, , 20, 42, , , 
2015/11/1, , 21, 23, , , 
2015/11/2, , 14, 33, , , 
2015/11/3, , 12, 32, , , 
2015/11/4, , 16, 31, , , 
2015/11/5, , 22, 26, , , 
2015/11/6, , 23, 8, , , 
2015/11/7, , 19, 10, , , 
2015/11/8, , 8, 18, , , 
2015/11/9, , 21, 28, , , 
2015/11/10, , 23, 53, , , 
2015/11/11, , 33, 51, , , 
2015/11/12, , 41, 73, , , 
2015/11/13, , 28, 43, , , 
2015/11/14, , 24, 50, , , 
2015/11/15, , 16, 42, , , 
2015/11/16, , 13, 15, , , 
2015/11/17, , 17, 33, , , 
2015/11/18, , 20, 44, , , 
2015/11/19, , 22, 43, , , 
2015/11/20, , 27, 37, , , 
2015/11/21, , 11, 19, , , 
2015/11/22, , 19, 51, , , 
2015/11/23, , 24, 11, , , 
2015/11/24, , 33, 20, , , 
2015/11/25, , 15, 13, , , 
2015/11/26, , 14, 29, , , 
2015/11/27, , 17, 38, , , 
2015/11/28, , 24, 47, , , 
2015/11/29, , 28, 22, , , 
2015/11/30, , 12, 12, , , 
2015/12/1, , 19, 20, , , 
2015/12/2, , 22, 54, , , 
2015/12/3, , 30, 17, , , 
2015/12/4, , 19, 37, , , 
2015/12/5, , 24, 45, , , 
2015/12/6, , 37, 36, , , 
2015/12/7, , 14, 21, , , 
2015/12/8, , 18, 30, , , 
2015/12/9, , 23, 40, , , 
2015/12/10, , 19, 31, , , 
2015/12/11, , 18, 38, , , 
2015/12/12, , 24, 34, , , 
2015/12/13, , 22, 37, , , 
2015/12/14, , 13, 41, , , 
2015/12/15, , 23, 44, , , 
2015/12/16, , 18, 20, , , 
2015/12/17, , 14, 42, , , 
2015/12/18, , 32, 61, , , 
2015/12/19, , 25, 50, , , 
2015/12/20, , 20, 47, , , 
2015/12/21, , 20, 45, , , 
2015/12/22, , 21, 32, , , 
2015/12/23, , 19, 38, , , 
2015/12/24, , 23, 40, , , 
2015/12/25, , 17, 33, , , 
2015/12/26, , 23, 36, , , 
2015/12/27, , 18, 31, , , 
2015/12/28, , 11, 27, , , 
2015/12/29, , 9, 21, , , 
2015/12/30, , 6, 25, , , 
2015/12/31, , 6, , , , 
2016/1/4, , 7, 19, , , 
2015/7/2, , 18, 7, , , 
2015/7/3, , 39, 5, , , 
2015/7/4, , 25, 12, , , 
2015/7/5, , 15, 10, , , 
2015/7/6, , 20, 10, , , 
2015/7/7, , 23, 6, , , 
2015/7/8, , 27, 12, , , 
2015/7/9, , 25, 18, , , 
2015/7/10, , 11, 19, , , 
2015/7/11, , 32, 13, , , 
2015/7/12, , 23, 20, , , 
2015/7/13, , 39, 20, , , 
2015/7/14, , 31, 24, , , 
2015/7/15, , 29, 23, , , 
